,excerpt_and_book
"For a week, it looked as if Mrs Cox was right. Only a few people came to look at the house and none of them wanted to buy it. Franklin’s mum stroked her growing tummy and looked fed up. Upstairs, Franklin danced around with his underpants on his head in celebration. Maybe he was safe. Maybe no one would buy his house.Stinky street pg32/110_right.png",2
"“Great job, Max!” laughed Tiger. “Thank you, Max,” said Cat and Ant together. ‘Max sat still for a moment to catch his breath, “That was close,” he said. “Look, Aisha and the others are leaving,” said Cat “Good,” said Ant, “It’s about time we got out of here ourselves.” They quickly put the spacesuits back on the dummies and made their exit through the same air vent where they came in. A few moments later they emerged, normal size, inside the lobby of the museum. Ant’s parents were waiting there to collect them. As they left, Ant looked around for Aisha but, he couldn't see her anywhere. Ww A ay K Journey to Mars",2
"“Seven tin cups for the children to drink from,” said his wife. “Seven tin plates for them to eat off. And a new coffee-pot to put on the stove.” “Okey-dokey,” said Brer Rabbit. He skipped off down the big road towards the hardware shop. And he whistled up at the birds when he spotted them circling in the blue sky.Brer rabbits trickbag pg64/2153_left.png",2
"‘What's happened to Goldie?’ I ask the other pigeons on the roof of the oft. But they're no help. They just fluff out their feathers and go, ‘Coooo0!"" Suddenly, I've got a sick feeling in my stomach. I’ve remembered what Grandad said last night. About the peregrine falcons in the old quarry. It makes me shudder. ‘Goldie could outfly a dozen falcons,’ | tell myself. Waiting for Goldie",2
"‘It may not be a palace,’ she sighed, ut it'll do, At least it’ll save me from the worst of the rain, wind and sun.’ ‘The sun was hanging low over the sea. She was stiff and sore — and very hungry. First she ate some dates and bananas, and then she split open a coconut on a stone to drink the sweet milk. At last, she lay down upon the grass floor in her new house and watched sea-fleas jumping up and down on her new mattress. ‘I've got through one day,’ she told herself. ‘Tomorrow, I'll explore the whole island. Who knows? Maybe I'll find some company.’ Little did she know she already had some! Someone was watching her even as she fell asleep. PrGrace the Pirate/15_left.png",2
"“Hi, Max!” said Tiger, grinning. “I finished the jobs ‘you gave me, so I didn’t think you'd mind if I came in here for a while. 1's great, isn’t it?” “Er ... no problem, Tiger,” said Max, feeling a little guilty. “And yes, itis great. I didn’t realize it would have so much detail. It looks as if we could actually fly this thing!” Journey to Mars",2
"dragging me along with her ~ which was when I remembered her great idea for a team name. “Well done, Sophia and Martin!” Miss Bartleee was grinning from car to car as she clicked on her mouse and up came a slide of our display. I couldn't move, since I could hardly breathe, but Sophia was making up for it anyway. She was bouncing up and down, and she turned and gave me asudden hug. “All the judges fele this was a stand-out winner? Miss Bartlett went on. “The images are so beautiful, and so technically brilliant. I told the Art Club all about light and dark, and this team have really taken that to heart. Look at this cockroach, struggling up out of the leaves? She smiled at us, then turned back to the screen. 91 Double Exposure",2
Close book plesiosaurus skeleton ples-ee-oa-sor-us) was ea reptile that lived at the time of the dinosaurs. It had rows of needle-sharp teeth and it hunted smaller sea creatures.The dinosaur hunters pg24/254_right.png,2
"I can’t bear to think about it. I've known Goldie ever since she was an egg. Ever since she was a tiny, helpless chick! T want to get those falcons. T want, revenge, for Goldie. I want to be able to tell Grandad, ‘Take it easy, Grandad. You don’t have to worry any more. I've taken care of those falcons for youl” But I can’t see any falcons. Where’s their nest? I look around the quarry walls. That must be it. It’s on the steepest side of the quarry. It looks like a big pile of sticks on a ledge. It’s a long way up .. Waiting for Goldie",2
"Grandad hands William a shoebox-shaped present. WILLIAM What's this? GRANDAD Open it, you daft donkey! WILLIAM (to camera) Oh please, oh please! William rips the paper off and opens the box. Inside are a pair of old, brown Leather football boots with studs on the bottom. They look worn and well used. They are certainly not the new pair of Colt. Super Stripes he wanted. GRANDAD Well? Again, William tries to hide his disappointment. He takes a sip of drink from a cup on the table. WILLTAM Err .. thanks, Grandad. GRANDAD I got them in a second hand shop, on the High Street. WILLIAM (to camera) I can’t wear these at school. T'11 be laughed ai Ultimate Takeover",2
"The trainers are on the move! I knew it! I knew they had a secret life. They're marching down the stairs. Clump, clump, clump. What if they wake up Mum and Dad? But they don't. Even though they're making an awful din. Islip out of bed and follow them. I tip-toe down the stairs in my bare feet.Dangerous Trainers, pg32/10_right.png",2
"I couldn't help laughing, even though the disappointment was sharp. Sophia was smiling ruefully, too, as she clapped. ‘I guess the monkeys are going to win, she murmured, and added with a grin, ‘the real ones, I mean. It was worth a try, though. I had fun, Martin. ‘Me too. I’m sorry we—’ “Hush now? said Miss Bartlett loudly, quictening the room. ‘Back to the top three!” “Oh, Sophia looked more shocked than relieved, as if she couldn't bear any more tension. I knew how she felt. I was hearing that shutter-click in my heart again. ‘Te was a tough decision — so close - but we've awarded third prize to Going Bananas, and the runners-up are ‘Team Mermaid. So now we come to the winning team, and I can now reveal they are...” Miss Bartlett took a dramatic breath. “Team Sandmartin!” I chought the disappointment had finally been too much for Sophia, because she gave a high-pitched scream. ‘Then I realized she was jumping to her feet and Double Exposure",2
"“Hey, FOSSIL-PACE. What's the matter?” shouted Cosmo. He waved his tiny fists. “Are you a scaredy-saurus after all?” That settled it. ‘Tyro wasn’t going to be called any more names, She charged into the water and waded towards the island.cosmo the captain pg32/222_right.png",2
"After that, Tom was kept indoors He got more bored than ever. He climbed the curtains. ""Get down from there or you'll fall!"" said his mother. He caught a mouse and took it for walks on a lead. ""That thing could bite you. You can't keep it,” said his mother. 21Tom thumb and the football team pg48/2288_right.png",2
"A piece of the bean root burst out of the ground with Jess hanging on to it. Lots of earth flew up into the air. There was a lot of dust and everyone started sneezing. Jess came scrambling out of the hole. Her mum was so happy to see her, she hugged and hugged her. “Look,” a man said. “There's an old castle down in that hole!” “A giant lives there,” said Jess. “Don't be afraid. His name is Hugo. He is very friendly but he is very poor. think we should help him.” Jess and the bean stalk",2
"It was then that he discovered all of his clothes had gone. “Every drawer and cupboard empry!” he wailed. Luckily, Mrs Otterbank remembered there was something he could wear. Something Mr Otterbank had worn at a fancy dress party last New Year's Eve. 50Clever monkey pg64/1883_left.png",2
